excerpt_id,id,sentiment_label,confidence,label_method,sample_weight,sittingDate,title,speaker,segment_no,speech_text
ANN_0438,ST6630,CAUTIOUS,HIGH,,0.9,27-02-2026,Committee of Supply – Head N (Ministry of Foreign Affairs),Assoc Prof Kenneth Goh,25,"Chairman, in a more contested and volatile world, small states cannot afford to stand alone. We must build coalitions not only through trade and security, but through development partnerships. Singapore's credibility comes from experience: building trusted institutions, strengthening governance, managing public finance with discipline and developing talent and urban systems under constraint. In this changed world, success cannot mean Singapore simply running far ahead. We have both an obligation and a strategic interest in mutual knowledge sharing with fellow small states, middle powers and our regional neighbours. How are we strengthening sustained capacity-building platforms – talent exchanges, not just in education and work but in the sports and arts as well; institutional partnerships and governance collaboration – so that we build enduring networks of trust, not one-off engagements? In a fragmented world, influence is built not by size, but through sharing our capabilities together."
ANN_0498,ST6746,NEGATIVE,HIGH,,0.9,27-02-2026,Committee of Supply – Head R (Ministry of Law),Mr Gabriel Lam,16,"Mr Chairman, in previous debates, the Ministry said it was studying reforms to strengthen civil enforcement, including greater powers to identify the assets of judgment debtors and stronger deterrence against non-compliance with Court orders. These reforms are necessary. For many Singaporeans, especially small businesses and middle-income households, obtaining judgment is only half the battle. A judgment may declare one’s rights. But without enforcement, it is only a piece of paper. Today, enforcement can be costly, slow and uncertain. Creditors must spend more time and money tracing assets, initiating further applications and navigating complex procedures. When debtors conceal assets or ignore Court orders, the burden falls back on the successful party. This is not just inconvenient; it is destabilising. For a small business, delayed recovery can affect cash flow and survival. For individuals, it prolongs stress and financial strain. If Court orders are ignored without consequences, confidence in the rule of law is weakened. Our justice system must not only decide cases fairly. It must ensure that its decisions are obeyed. I therefore ask, what is the current status of the Ministry’s review? Has a policy direction been settled? When will we see legislative amendments or pilot measures introduced? Mr Chairman, access to justice is not only about enforcement. It is also about affordability. We are in a period of cost pressures. Civil litigation is expensive. While legal aid schemes are valuable, many lower- and middle-income Singaporeans may fall into a difficult gap, earning too much to qualify, yet too little to afford sustained legal representation. Access to justice should not depend on one’s ability to pay substantial upfront legal fees. Eligibility thresholds and coverage frameworks must keep pace with living costs. At the same time, more can be done to support litigants-in-person. Simplified procedures, clearer guidance and enhanced assisted self-help tools can reduce costs while preserving fairness. I therefore seek clarification on two points. First, will the Ministry review legal aid eligibility criteria to ensure continued accessibility? Second, will further procedural simplifications or assisted self-help mechanisms be introduced to ease the burden on middle-income litigants? This policy cut is modest in amount but serious in purpose. Court judgments must have real effect. And the doors of justice must remain meaningfully open. Strengthening enforcement and expanding accessibility are not optional refinements. They are foundational to public confidence in our legal system."
ANN_0532,ST2594,CAUTIOUS,HIGH,,0.9,15-10-2025,Potential Solution for Traffic Congestion in McNair and Towner Precinct due to Multiple Upcoming BTO Developments,Mr Shawn Loh,1,"asked the Acting Minister for Transport (a) whether the Land Transport Authority can consider providing a right-turn from McNair Road onto Balestier Road towards the Central Expressway, given the likely increase in car traffic arising from multiple new BTO developments in the McNair and Towner precinct; and (b) if so, whether the right-turn can be constructed before mid-2026 before the congestion situation worsens."
ANN_0362,ST4843,NEUTRAL,HIGH,,0.9,14-01-2026,Cross-Border Industrial Pollution Coordination and Transboundary Environmental and Air Quality Monitoring Standards,Mr Low Wu Yang Andre,1,asked the Minister for Sustainability and the Environment (a) how frequently do Singapore and Malaysia agencies meet to coordinate industrial pollution monitoring; (b) whether joint sampling or validation exercises have been conducted in the last three years; and (c) what the key outcomes of these exchanges have been in mitigating cross-border pollution risks to Singapore.
ANN_0397,ST961,NEUTRAL,HIGH,,0.9,24-09-2025,Reason Not Allowing Tax-deductible CPF Top-ups to CPF LIFE Going toward Retirement Sum Scheme Payouts,Dr Tan See Leng,2,"Today, Central Provident Fund (CPF) members who have started their retirement payouts will either be on CPF LIFE or the Retirement Sum Scheme (RSS), but not both. As such, tax-deductible top-ups will go towards the respective scheme that the member is on, but not both. Members who have at least $60,000 in their Retirement Account when they start their retirement payouts will be automatically included in CPF LIFE. This covers members who have set aside their Full Retirement Sum (FRS). RSS payouts are not relevant to members who have set aside their FRS. For those on CPF LIFE, their top-ups will be streamed out via CPF LIFE, which ensures that no matter how long a member lives for, he or she would be provided with a monthly payout for life. This ensures that members will not outlive their savings, even as life expectancy increases. Hence, streaming out top-ups via CPF LIFE allows members to boost their monthly retirement payouts for life. For those on RSS, their tops-up will be streamed out via RSS payouts. Streaming out top-ups via RSS will also boost monthly retirement payouts. However, RSS payouts are designed to last up to 20 years from the payout eligibility age or until CPF savings run out."
ANN_0079,ST1908,CAUTIOUS,HIGH,,0.9,14-10-2025,Civil Aviation Authority of Singapore (Amendment) Bill,Mr Dennis Tan Lip Fong,6,"Mr Deputy Speaker, the Civil Aviation Authority of Singapore (Amendment) Bill whilst seemingly technical, is a critical piece of legislation that puts into policy and operationalises Singapore's commitment to tackling carbon emissions from the aviation sector through the increased adoption of SAF. The adoption of SAF is broadly recognised by the scientific community and the industry as a necessary step in our pathway towards achieving net-zero emissions by 2050 and crucially, in striving to meet the Paris Agreement goals of limiting global warming to below two degrees Celsius. The production of SAF is still nascent and breakthroughs may come in sparse so Singapore must stay agile to capitalise on them. With our worldclass logistics trade links and existing refinery presence, we are well-placed to lead in the regional SAF industry. We can build flexibility into our SAF regimes so that when new pathways mature, we can scale up quickly. As a party that supports ambitious climate action in line with scientific consensus, the Workers' Party (WP) supports the intent and broad purpose of this Bill. We believe it is important to tackle carbon emissions from international aviation even if they are not covered under Singapore's national carbon budget. This is because it is the right thing to do. It is an area where we have a measure of control and it is a move that will benefit our economy and society in the long run by future-proofing our status as an international aviation hub. Generally, the new provisions in the Bill allow for a more straightforward and policy stable approach to SAF adoption. This is commendable. Nevertheless, I have some clarifications to seek from the Minister of State regarding the mechanics and implications of this legislation. My queries fall broadly into the following categories: one, the rationale and transparency of the proposed SAF fund mechanism; two, issues of process regarding the implementation of the fund; three, the impact of the new levy on travellers and the broader strategy of fair decarbonisation of Singapore's aviation sector and; four, ensuring that we remain ready to scale and capture market share as the technology develops. One, why the fund mechanism. Mr Deputy Speaker, according to clause 9 of this Bill, airlines are expected to potentially pass down the cost of SAF adoption to travellers. If the costs are ultimately borne by the consumer, may I ask why has the Government chosen the method of establishing a fund for the collection of SAF levies to procure SAF over other methods? I note this is different from the funding mechanism in say, the EU or the UK. Why not allow the cost to be passed through directly and transparently by the airlines? Is the fund primarily intended as a risk-pooling mechanism, or does it serve another strategic purpose? Secondly, on the issue of transparency, I would like, will the collections, purchases and timing of SAF procurement through the fund be made public and transparent? It is stated that the fund will not form part of the CAAS revenue and will also be used for administrative cost. Given that the fund appears designed to have some slack after SAF purchases, which is prudent, will the public have access to information on how much surplus or slack there is in the fund annually? Furthermore, does the Government have any projections yet on the annual total collections via the levy? This information is vital for public accountability and for assessing the efficiency and scale of this new policy tool. Two, issues of process for the implementation of the SAF procurement mechanism. I turn to the issues of process regarding the implementation of the procurement mechanism, it is not entirely clear from the Bill who or what will be the procuring entity mentioned in clause 5, which outlines the purposes of the SAF fund. Currently, there is only one major SAF operator in Singapore. Given that we have ambitions to scale up the sector, how can new players be assured that the procurement process is fair and open to all? I would also like to ask the Minister, what is the timeline for the formal establishment and operationalisation of this procuring entity? In the interim before the entity is formally set up, is the CAAS the designated procuring entity? How is the procuring entity going to be appointed and governed? Will its structure be similar to existing models such as the Singapore Gas Co Ptd Ltd under the Energy Market Authority? Will private sector firms be involved in this procuring entity? Regardless of whether it is a wholly owned, public or mixed entity, will the procuring entity be subject to the standard public agency procurement rules to ensure fair and competitive processing of SAF? Mr Deputy Speaker, as a small nation, Singapore does not produce enough convertible feedstock to be self-sufficient in SAFs, especially given our status as a regional air hub. However, our neighbours in Malaysia, Indonesia and Australia, produce or are capable of producing large volumes of feedstock. We have healthy trade relationships with many economies in the region and we should consider establishing a cooperative framework that can ensure a steady supply of feedstock into our facilities. Having a clear and fair framework for regional cooperation will also strengthen Singapore's status as a leader in the carbonisation efforts in the region. Furthermore, not all feedstock are made equal. Some have significant significantly higher greenhouse gas (GHG) emissions due to inefficient conversion, higher carbon cost at production or polluting by-products. We must ensure that we do not inadvertently become a tool for green washing in our quest to be a leader in the nascent SAF industry. We can perhaps strengthened safeguards by defining categories of feedstock acceptable under this Bill. Next, the impact on travellers and fair decarbonisation. Mr Deputy Speaker, I am conscious of the potential financial impact this levy will have on travellers, especially those who rely on air travel to visit family or pursue work opportunities. This is set against the context that Singapore already charges fairly high airport fees, for example, due to the Terminal 5 development levy, otherwise known as the Airport Development Levy. On the issue of financial impact on travellers, I have the following questions. First on the expected cost. Based on the current market rates for SAF and the projected adoption mandate, can the Government provide any illustration on the additional expected cost for a typical passenger flying of Changi Airport. A clear illustration is helpful to manage public expectations. Second, I note that the Bill allows for the possibility of prescribing different rates of SAF levy for different classes of passengers or cargoes, airports or aircraft, places of landing or any other differential basis. This seems rather broad. So, I would like to ask as a matter of equity and fairness, will the SAF levy be stratified or differentiated to charge those who pollute more such as private jets, special chartered flights or passengers on different classes of travel on commercial airlines and if so, how it will be done. Is the Bill designed to simply allow airlines the discretion to decide how these new costs are passed down to different classes or passengers at least in terms of cost? A flat rate imposition could disproportionately affect those travelling in economy class. Can the Minister also provide some information on the way SAF levy charges will apply for outbound air cargo? Next, fair decarbonisation and supply side. Sir, this Bill represents the Government's first ever airport levy specifically intended for decarbonisation purposes, which is a noteworthy step. I would like the Minister to elaborate on the expected impact of this levy and fund on the development of Singapore's domestic SAF industry and its overall supply. I would also like to ask whether the industry is currently constrained primarily by a lack of guaranteed demand from airlines, or is this levy needed more because it will provide the financial support necessary for the industry to overcome the technological and cost challenges of producing SAF? I note that IATA recently released a study suggesting the main bottleneck is more with technology rather than the availability of feedstocks. We have used cooking oil, being the main commercially available process. In the Government's view, how far is the industry from commercially scaling up other crucial processes such as power to liquid SAF? I asked this because if our ability to make aviation feel more sustainable is still constrained by technological or supply side limitation, we must also think more broadly about reducing emissions through other viable means. This includes reducing per passenger emissions by encouraging airlines to adopt higher passenger density on the aircraft, albeit carefully drawing appropriate balance between basic acceptable comfort and numbers, especially for the economy class. Expert groups, such as the Global Solidarity Levies Task Force has suggested that this could be achieved by raising fees on classes with lower passenger density, such as business or first class, as well as on private jet passengers. Such a policy structure would align the cost of travel more closely with the environmental impact and promote a fairer distribution of the decarbonisation burden. Finally, Mr Deputy Speaker, an SAF levy is intended to find the use of more expensive SAF. But this increases operating costs for airlines, which are then typically passed on to passengers as higher ticket price. This situation creates a risk of carbon leakage, which is commonly understood as the increase in emissions outside a region imposing a climate policy due to businesses or consumers shifting their activities to areas with less stringent regulations. In aviation this leakage may happen when airlines or passengers avoid the levy by hard switching. That is to say, they opt for connecting flights to international airports that do not impose the SAF charge, thereby displacing the carbon intensive activity rather than truly reducing global emissions and putting the regulated hub at the competitive disadvantage. Given the goal of net-zero future, how does the Government intend to prevent or significantly reduce such carbon leakage after the introduction of our levy? Next, scalability and market capture. Singapore is spearheading the development of SAFs in the region with Neste's Tuas facility, the first of its kind globally, marking a significant step forward. The Government has made clear its intent to continue advancing SAF as a key pillar of Singapore's sustainable aviation strategy. However in a nascent and rapidly evolving industry, technological breakthroughs are unpredictable and can often occur in bursts rather than along a steady trajectory. The CAAS (Amendment) Bill does not prescribe a fixed schedule for increasing the SAF levy on blending ratio. It empowers CAAS to review these from time to time. This raises an important policy question. What should trigger future changes to the levy or SAF target? Should adjustment depend on global supply milestones, declining price differentials or broader regional capacity developments? I know the Senior Minister of State has explained on this. Nevertheless, let me suggest, to ensure flexibility and market alignment, Singapore could adopt a trigger base framework where each revision is activated only when specific verifiable conditions are met. For example, a new blending target could be triggered when global certified SAF supply reaches a certain threshold or once SAF price premiums fall below a defined multiple of Jet A-1 fuel. Alternatively, escalation could be tied to regional production capacity or carbon intensity benchmarks verified under ICAO's CORSIA framework. Such an approach ensures that taxpayers and airlines can be confident that adjustments are implemented only when the market is ready, keeping Singapore nimble and responsive to dynamic global conditions rather than bound to an arbitrary timeline. Mr Deputy Speaker, in closing, I will reiterate that the market-based solution of an SAF levy as legislated by this Bill is a good step forward. I am heartened that Singapore is taking tangible first steps in line with the global aviation industry's goals. Of course, this must only be the beginning and we should and must explore further avenues for fair and effective decarbonisation after this. I look forward to the Minister of State's clarifications on the questions I have raised. Mr Deputy Speaker, notwithstanding the questions and concerns I have raised, I support this amendment Bill."
ANN_0215,ST7273,CAUTIOUS,HIGH,,0.9,03-03-2026,Relationship-based Support to Help Seniors Rebuild Daily Routines and Social Connections,Ms Hazlina Abdul Halim,1,"asked the Coordinating Minister for Social Policies and Minister for Health (a) whether the Minister can share what structured relationship-based support is in place to help seniors rebuild daily routines and social connections; and (b) how does the Government ensure that initiatives such as Active Ageing Centres and Age Well Neighbourhoods provide meaningful engagement for seniors, especially those with complex conditions such as dementia and depression."
ANN_0546,ST40,NEUTRAL,HIGH,,0.9,22-09-2025,Enhancing Border Controls and Extending Extra-territorial Provisions in Misuse of Drugs Act to Deter Smuggling of Vapes,Mr Yip Hon Weng,1,asked the Coordinating Minister for National Security and Minister for Home Affairs (a) whether the Ministry has considered extending the extra-territorial provisions under the Misuse of Drugs Act to etomidate-laced vapes similar to prosecuting citizens for overseas cannabis use; and (b) what are the key policy considerations in deciding whether or not to assert jurisdiction beyond Singapore's borders.
ANN_0335,ST3719,CAUTIOUS,HIGH,,0.9,06-11-2025,Expanding Dental Services Offered At Polyclinics,Mr Kenneth Tiong Boon Kiat,1,"asked the Coordinating Minister for Social Policies and Minister for Health (a) whether polyclinic dental services will be expanded to include fabricating, repairing and fitting of dentures instead of having patients referred to tertiary institutions for such services; and (b) whether current MediSave rules preventing claims for dentures can be reviewed."
ANN_0081,ST2221,POSITIVE,HIGH,,0.9,15-10-2025,Facilitating Cross-border Taxi Transfers between Singapore and Johor While Safeguarding Singapore P2P Drives' Livelihoods,Ms Sun Xueling,4,"The Land Transport Authority (LTA) has been conducting enforcement operations against illegal point-to-point (P2P) services. Since July this year, the LTA has impounded 107 vehicles whose drivers were caught providing illegal services. We recognise that there is demand from commuters for more convenient cross-border P2P services. The Ministry of Transport (MOT) and LTA have been exploring options to enhance the existing arrangements. For instance, under the Cross Border Taxi Scheme, we are discussing with Malaysia possible options to liberalise the scheme, including to allow Malaysian cross-border taxis to drop off passengers anywhere in Singapore, and Singaporean taxis to do likewise in Johor Bahru. This will provide greater convenience to commuters from both countries. To minimise foreign taxis cruising around empty and potentially carrying out illegal trips, these foreign taxis would only be allowed to pick up passengers at designated points so that they do not infringe into the local P2P market. However, for the convenience of commuters, we will identify more pick-up points in both Johor Bahru and Singapore. We will discuss options with the Malaysian authorities on a reciprocal basis. We will continue to engage the National Taxi Association (NTA) and the National Private Hire Vehicles Association (NPHVA) to take in their suggestions. We are also exploring using location tracking, including ERP 2.0, and other measures to prevent illegal trips by cross-border taxis within Singapore. LTA will continue its enforcement efforts even after enhancements to the existing arrangements are rolled out."
